Date,north,south,east,west,central,PSI_Max,PSI_Avg
2019-03-27,56,55,54,52,60,60,55.4
2019-03-28,57,69,61,56,63,69,61.2
2019-03-29,56,66,61,56,58,66,59.4
2019-03-30,60,63,60,58,62,63,60.6
2019-03-31,72,77,74,58,67,77,69.6
2019-04-01,68,71,70,58,66,71,66.6
2019-04-02,54,56,61,52,58,61,56.2
2019-04-03,56,59,62,54,62,62,58.6
2019-04-04,51,54,53,38,53,54,49.8
2019-04-05,48,52,52,52,51,52,51.0
2019-04-06,51,53,52,54,52,54,52.4
2019-04-07,51,54,52,57,57,57,54.2
2019-04-08,51,54,52,57,57,57,54.2
2019-04-09,47,58,53,48,55,58,52.2
2019-04-10,55,61,60,53,57,61,57.2
2019-04-11,62,68,66,64,64,68,64.8
2019-04-12,62,68,65,64,64,68,64.6
2019-04-13,59,61,61,57,59,61,59.4
2019-04-14,53,52,47,53,51,53,51.2
2019-04-15,52,45,43,45,44,52,45.8
2019-04-16,52,46,44,51,44,52,47.4
2019-04-17,56,57,56,54,56,57,55.8
2019-04-18,61,63,58,59,60,63,60.2
2019-04-19,60,60,56,58,57,60,58.2
2019-04-20,63,66,63,59,58,66,61.8
2019-04-21,64,66,63,64,61,66,63.6
2019-04-22,59,58,54,61,57,61,57.8
2019-04-23,56,65,59,57,61,65,59.6
2019-04-24,57,64,59,53,58,64,58.2
2019-04-25,58,64,59,61,61,64,60.6
2019-04-26,58,69,60,60,62,69,61.8
2019-04-27,53,56,54,43,53,56,51.8
2019-04-28,51,60,56,53,52,60,54.4
2019-04-29,53,60,57,55,54,60,55.8
2019-04-30,54,59,48,52,58,59,54.2
2019-05-01,63,69,57,60,66,69,63.0
2019-05-02,67,73,69,67,72,73,69.6
2019-05-03,74,76,70,78,81,81,75.8
2019-05-04,70,64,67,74,72,74,69.4
2019-05-05,63,58,60,61,61,63,60.6
2019-05-06,57,56,56,52,54,57,55.0
2019-05-07,53,55,55,44,55,55,52.4
2019-05-08,53,55,55,48,56,56,53.4
2019-05-09,54,56,57,41,56,57,52.8
2019-05-10,53,55,57,42,54,57,52.2
2019-05-11,61,64,64,60,63,64,62.4
2019-05-12,63,63,64,62,63,64,63.0
2019-05-13,66,56,61,61,66,66,62.0
2019-05-14,64,55,60,63,61,64,60.6
2019-05-15,60,54,58,59,58,60,57.8
2019-05-16,55,55,56,53,53,56,54.4
2019-05-17,56,58,56,45,52,58,53.4
2019-05-18,55,54,52,45,54,55,52.0
2019-05-19,54,53,51,46,53,54,51.4
2019-05-20,52,54,53,53,51,54,52.6
2019-05-21,52,53,53,52,49,53,51.8
2019-05-22,56,51,53,55,57,57,54.4
2019-05-23,54,40,46,55,53,55,49.6
2019-05-24,52,43,45,51,34,52,45.0
2019-05-25,52,44,36,50,36,52,43.6
2019-05-26,36,36,30,37,31,37,34.0
2019-05-27,30,38,32,38,29,38,33.4
2019-05-28,29,33,35,28,30,35,31.0
2019-05-29,35,35,40,40,36,40,37.2
2019-05-30,52,41,51,39,51,52,46.8
2019-05-31,54,42,42,52,51,54,48.2
2019-06-01,53,36,35,47,48,53,43.8
2019-06-02,52,39,37,37,46,52,42.2
2019-06-03,53,44,39,45,52,53,46.6
2019-06-04,53,55,48,48,54,55,51.6
2019-06-05,54,54,43,51,54,54,51.2
2019-06-06,52,40,35,53,41,53,44.2
2019-06-07,46,40,37,52,41,52,43.2
2019-06-08,56,56,55,52,55,56,54.8
2019-06-09,55,53,54,51,54,55,53.4
2019-06-10,48,52,44,52,52,52,49.6
2019-06-11,48,51,44,52,52,52,49.4
2019-06-12,36,39,32,34,40,40,36.2
2019-06-13,33,38,31,36,38,38,35.2
2019-06-14,32,36,33,33,39,39,34.6
2019-06-15,46,42,35,28,41,46,38.4
2019-06-16,49,50,47,34,49,50,45.8
2019-06-17,39,38,42,32,34,42,37.0
2019-06-18,42,35,36,39,42,42,38.8
2019-06-19,48,51,42,51,51,51,48.6
2019-06-20,49,50,42,52,52,52,49.0
2019-06-21,48,42,39,40,46,48,43.0
2019-06-22,47,46,39,37,43,47,42.4
2019-06-23,43,47,40,43,44,47,43.4
2019-06-24,42,46,48,40,49,49,45.0
2019-06-25,56,60,57,60,57,60,58.0
2019-06-26,56,59,57,59,56,59,57.4
2019-06-27,58,59,56,62,57,62,58.4
2019-06-28,57,57,55,57,54,57,56.0
2019-06-29,55,61,57,56,56,61,57.0
2019-06-30,55,61,55,56,56,61,56.6
2019-07-01,52,55,54,53,53,55,53.4
2019-07-02,55,59,57,56,56,59,56.6
2019-07-03,60,64,61,61,60,64,61.2
2019-07-04,60,64,61,62,63,64,62.0
2019-07-05,60,61,58,58,59,61,59.2
2019-07-06,49,51,52,45,43,52,48.0
2019-07-07,54,46,52,48,47,54,49.4
2019-07-08,56,47,46,45,49,56,48.6
2019-07-09,57,52,55,54,50,57,53.6
2019-07-10,55,52,55,53,52,55,53.4
2019-07-11,50,52,52,52,52,52,51.6
2019-07-12,45,51,49,50,50,51,49.0
2019-07-13,45,52,48,45,45,52,47.0
2019-07-14,49,52,52,48,50,52,50.2
2019-07-15,55,59,57,55,55,59,56.2
2019-07-16,55,57,57,56,56,57,56.2
2019-07-17,57,59,58,59,57,59,58.0
2019-07-18,57,59,58,59,57,59,58.0
2019-07-19,54,56,57,57,55,57,55.8
2019-07-20,52,54,53,54,53,54,53.2
2019-07-21,57,56,56,56,55,57,56.0
2019-07-22,57,53,56,56,54,57,55.2
2019-07-23,51,40,52,54,50,54,49.4
2019-07-24,57,45,53,57,55,57,53.4
2019-07-25,56,52,56,54,53,56,54.2
2019-07-26,52,52,55,54,53,55,53.2
2019-07-27,52,52,55,55,52,55,53.2
2019-07-28,53,52,52,56,54,56,53.4
2019-07-29,52,57,55,55,55,57,54.8
2019-07-30,58,60,60,60,60,60,59.6
2019-07-31,60,62,62,62,64,64,62.0
2019-08-01,58,58,59,57,59,59,58.2
2019-08-02,58,59,58,59,59,59,58.6
2019-08-03,57,57,58,58,57,58,57.4
2019-08-04,54,54,55,55,56,56,54.8
2019-08-05,59,61,61,61,60,61,60.4
2019-08-06,65,70,66,66,65,70,66.4
2019-08-07,64,69,66,64,63,69,65.2
2019-08-08,64,69,67,67,65,69,66.4
2019-08-09,64,68,67,66,65,68,66.0
2019-08-10,64,68,67,65,64,68,65.6
2019-08-11,61,64,63,63,60,64,62.2
2019-08-12,59,62,62,63,59,63,61.0
2019-08-13,59,61,60,61,59,61,60.0
2019-08-14,59,59,59,58,59,59,58.8
2019-08-15,60,59,58,61,60,61,59.6
2019-08-16,61,59,61,59,59,61,59.8
2019-08-17,60,66,63,63,64,66,63.2
2019-08-18,59,66,62,62,63,66,62.4
2019-08-19,57,60,58,57,59,60,58.2
2019-08-20,59,62,61,61,59,62,60.4
2019-08-21,58,62,60,59,59,62,59.6
2019-08-22,56,62,58,56,58,62,58.0
2019-08-23,54,56,56,54,56,56,55.2
2019-08-24,56,61,60,59,59,61,59.0
2019-08-25,61,64,60,62,62,64,61.8
2019-08-26,76,75,68,81,73,81,74.6
2019-08-27,68,71,64,76,68,76,69.4
2019-08-28,64,62,60,60,63,64,61.8
2019-08-29,56,61,58,59,60,61,58.8
2019-08-30,56,60,60,60,58,60,58.8
2019-08-31,58,59,61,58,57,61,58.6
2019-09-01,63,67,66,66,62,67,64.8
2019-09-02,62,67,65,67,63,67,64.8
2019-09-03,63,67,63,65,63,67,64.2
2019-09-04,62,65,61,64,62,65,62.8
2019-09-05,64,69,66,67,65,69,66.2
2019-09-06,64,70,67,69,66,70,67.2
2019-09-07,67,73,68,71,68,73,69.4
2019-09-08,66,72,68,70,69,72,69.0
2019-09-09,79,88,86,83,81,88,83.4
2019-09-10,87,99,95,90,87,99,91.6
2019-09-11,83,93,88,85,83,93,86.4
2019-09-12,78,93,88,83,82,93,84.8
2019-09-13,89,99,94,94,92,99,93.6
2019-09-14,99,110,102,114,96,114,104.2
2019-09-15,111,122,108,124,109,124,114.8
2019-09-16,88,93,82,96,88,96,89.4
2019-09-17,92,102,93,104,91,104,96.4
2019-09-18,122,145,137,127,124,145,131.0
2019-09-19,131,154,145,135,131,154,139.2
2019-09-20,76,81,76,81,74,81,77.6
2019-09-21,96,109,103,102,100,109,102.0
2019-09-22,115,126,121,113,114,126,117.8
2019-09-23,118,129,123,118,119,129,121.4
2019-09-24,88,105,95,96,91,105,95.0
2019-09-25,76,89,82,79,79,89,81.0
2019-09-26,65,74,72,69,70,74,70.0
2019-09-27,69,75,76,76,75,76,74.2
2019-09-28,73,75,73,74,73,75,73.6
2019-09-29,75,75,73,78,74,78,75.0
2019-09-30,65,62,62,64,62,65,63.0
2019-10-01,62,62,67,58,63,67,62.4
2019-10-02,62,61,62,64,61,64,62.0
2019-10-03,60,58,65,62,61,65,61.2
2019-10-04,58,53,62,61,58,62,58.4
2019-10-05,52,51,51,55,43,55,50.4
2019-10-06,53,53,53,55,53,55,53.4
2019-10-07,57,56,54,58,58,58,56.6
2019-10-08,56,55,53,58,56,58,55.6
2019-10-09,59,58,55,57,60,60,57.8
2019-10-10,62,66,64,60,67,67,63.8
2019-10-11,64,68,64,63,69,69,65.6
2019-10-12,59,58,57,61,58,61,58.6
2019-10-13,62,56,57,67,61,67,60.6
2019-10-14,59,54,55,62,58,62,57.6
2019-10-15,60,57,62,58,59,62,59.2
2019-10-16,60,57,61,59,59,61,59.2
2019-10-17,52,49,52,55,55,55,52.6
2019-10-18,58,60,59,55,60,60,58.4
2019-10-19,64,62,63,64,63,64,63.2
2019-10-20,65,65,67,65,66,67,65.6
2019-10-21,57,58,57,56,58,58,57.2
2019-10-22,57,53,51,52,57,57,54.0
2019-10-23,57,57,61,55,55,61,57.0
2019-10-24,65,67,68,69,65,69,66.8
2019-10-25,65,66,67,66,64,67,65.6
2019-10-26,54,58,56,57,56,58,56.2
2019-10-27,55,55,56,40,55,56,52.2
2019-10-28,54,53,56,35,55,56,50.6
2019-10-29,62,64,71,61,62,71,64.0
2019-10-30,67,66,71,67,66,71,67.4
2019-10-31,72,73,71,69,71,73,71.2
2019-11-01,73,73,73,69,72,73,72.0
2019-11-02,74,75,71,73,73,75,73.2
2019-11-03,73,72,67,71,71,73,70.8
2019-11-04,73,76,76,60,72,76,71.4
2019-11-05,80,85,88,80,76,88,81.8
2019-11-06,79,86,85,81,78,86,81.8
2019-11-07,77,81,80,76,78,81,78.4
2019-11-08,77,80,79,76,76,80,77.6
2019-11-09,63,64,64,57,66,66,62.8
2019-11-10,66,70,69,64,73,73,68.4
2019-11-11,71,70,76,62,67,76,69.2
2019-11-12,74,79,81,69,74,81,75.4
2019-11-13,92,105,102,91,88,105,95.6
2019-11-14,88,103,91,89,88,103,91.8
2019-11-15,56,61,57,59,59,61,58.4
2019-11-16,49,54,54,42,52,54,50.2
2019-11-17,55,57,56,56,57,57,56.2
2019-11-18,53,56,57,56,56,57,55.6
2019-11-19,54,55,57,55,54,57,55.0
2019-11-20,52,53,53,49,52,53,51.8
2019-11-21,45,52,53,36,51,53,47.4
2019-11-22,36,38,52,33,38,52,39.4
2019-11-23,30,36,41,33,36,41,35.2
2019-11-24,35,41,42,32,33,42,36.6
2019-11-25,51,53,58,34,48,58,48.8
2019-11-26,51,53,56,30,47,56,47.4
2019-11-27,38,38,44,26,44,44,38.0
2019-11-28,41,47,44,32,46,47,42.0
2019-11-29,40,44,46,30,37,46,39.4
2019-11-30,47,37,44,30,33,47,38.2
2019-12-01,50,41,46,28,37,50,40.4
2019-12-02,36,34,43,26,33,43,34.4
2019-12-03,38,45,45,34,43,45,41.0
2019-12-04,53,56,55,51,54,56,53.8
2019-12-05,53,55,55,53,54,55,54.0
2019-12-06,52,55,55,53,56,56,54.2
2019-12-07,51,54,55,50,55,55,53.0
2019-12-08,49,54,52,51,54,54,52.0
2019-12-09,36,40,33,36,43,43,37.6
2019-12-10,51,52,53,37,53,53,49.2
2019-12-11,51,52,53,38,53,53,49.4
2019-12-12,51,46,43,47,46,51,46.6
2019-12-13,55,55,53,52,57,57,54.4
2019-12-14,47,51,49,42,53,53,48.4
2019-12-15,28,31,31,24,29,31,28.6
2019-12-16,26,30,28,27,25,30,27.2
2019-12-17,34,42,40,31,42,42,37.8
2019-12-18,35,42,41,32,45,45,39.0
2019-12-19,37,45,50,32,45,50,41.8
2019-12-20,37,42,41,38,49,49,41.4
2019-12-21,36,44,42,40,49,49,42.2
2019-12-22,35,40,38,27,40,40,36.0
2019-12-23,36,48,46,52,48,52,46.0
2019-12-24,35,51,46,51,47,51,46.0
2019-12-25,41,46,43,41,49,49,44.0
2019-12-26,45,49,43,46,51,51,46.8
2019-12-27,39,47,42,45,46,47,43.8
2019-12-28,40,54,52,34,52,54,46.4
2019-12-29,40,54,52,47,52,54,49.0
2019-12-30,41,53,50,46,52,53,48.4
2019-12-31,37,43,40,39,42,43,40.2
2020-01-01,38,36,40,38,39,40,38.2
2020-01-02,37,42,45,32,43,45,39.8
2020-01-03,43,47,47,44,46,47,45.4
2020-01-04,42,47,46,42,46,47,44.6
2020-01-05,44,47,45,42,48,48,45.2
2020-01-06,42,44,49,40,43,49,43.6
2020-01-07,30,37,40,31,35,40,34.6
2020-01-08,32,31,34,34,38,38,33.8
2020-01-09,38,45,43,34,48,48,41.6
2020-01-10,44,46,46,39,52,52,45.4
2020-01-11,49,51,51,43,53,53,49.4
2020-01-12,52,54,53,52,56,56,53.4
2020-01-13,52,55,55,55,57,57,54.8
2020-01-14,47,51,52,51,53,53,50.8
2020-01-15,42,50,48,50,49,50,47.8
2020-01-16,57,62,62,56,64,64,60.2
2020-01-17,65,69,71,66,76,76,69.4
2020-01-18,61,64,65,64,70,70,64.8
2020-01-19,52,53,50,48,53,53,51.2
2020-01-20,51,55,53,52,55,55,53.2
2020-01-21,44,53,47,50,53,53,49.4
2020-01-22,38,57,49,45,52,57,48.2
2020-01-23,38,52,46,39,50,52,45.0
2020-01-24,34,51,40,41,46,51,42.4
2020-01-25,37,54,38,41,45,54,43.0
2020-01-26,34,55,51,44,45,55,45.8
2020-01-27,33,55,49,42,45,55,44.8
2020-01-28,37,44,41,36,51,51,41.8
2020-01-29,39,41,38,40,52,52,42.0
2020-01-30,28,34,31,30,37,37,32.0
2020-01-31,33,39,36,36,52,52,39.2
2020-02-01,36,42,40,39,52,52,41.8
2020-02-02,52,54,59,51,57,59,54.6
2020-02-03,52,54,61,52,56,61,55.0
2020-02-04,51,53,57,56,57,57,54.8
2020-02-05,52,54,56,56,57,57,55.0
2020-02-06,43,53,51,52,52,53,50.2
2020-02-07,46,47,51,46,53,53,48.6
2020-02-08,53,52,53,53,56,56,53.4
2020-02-09,52,49,52,52,55,55,52.0
2020-02-10,36,34,38,33,44,44,37.0
2020-02-11,33,34,37,29,42,42,35.0
2020-02-12,34,36,39,36,41,41,37.2
2020-02-13,40,45,40,43,53,53,44.2
2020-02-14,41,46,43,48,58,58,47.2
2020-02-15,34,52,39,51,55,55,46.2
2020-02-16,37,53,51,56,56,56,50.6
2020-02-17,39,53,52,57,57,57,51.6
2020-02-18,26,28,37,38,42,42,34.2
2020-02-19,42,49,54,41,51,54,47.4
2020-02-20,41,45,53,39,49,53,45.4
2020-02-21,40,42,52,41,49,52,44.8
2020-02-22,45,41,52,42,46,52,45.2
2020-02-23,41,47,56,45,48,56,47.4
2020-02-24,43,46,56,43,47,56,47.0
2020-02-25,44,52,53,51,53,53,50.6
2020-02-26,42,49,53,48,53,53,49.0
2020-02-27,48,40,52,43,46,52,45.8
2020-02-28,47,45,48,39,54,54,46.6
2020-02-29,39,53,51,44,54,54,48.2
2020-03-01,44,52,53,51,53,53,50.6
2020-03-02,34,42,51,42,45,51,42.8
2020-03-03,32,39,45,37,41,45,38.8
2020-03-04,32,42,46,40,52,52,42.4
2020-03-05,47,52,52,48,54,54,50.6
2020-03-06,49,53,53,52,57,57,52.8
2020-03-07,41,52,52,51,54,54,50.0
2020-03-08,47,52,51,46,52,52,49.6
2020-03-09,57,58,60,61,61,61,59.4
2020-03-10,60,58,60,63,62,63,60.6
2020-03-11,56,57,57,62,64,64,59.2
2020-03-12,56,59,61,58,64,64,59.6
2020-03-13,54,55,59,57,58,59,56.6
2020-03-14,32,42,43,41,52,52,42.0
2020-03-15,34,39,39,49,55,55,43.2
2020-03-16,31,38,39,37,53,53,39.6
2020-03-17,35,51,48,50,53,53,47.4
2020-03-18,47,54,52,53,54,54,52.0
2020-03-19,45,53,51,55,54,55,51.6
2020-03-20,38,51,41,54,56,56,48.0
2020-03-21,38,46,44,53,54,54,47.0
2020-03-22,39,51,50,49,54,54,48.6
2020-03-23,42,55,51,40,53,55,48.2
2020-03-24,44,52,46,53,52,53,49.4
2020-03-25,43,46,48,52,54,54,48.6
2020-03-26,49,47,49,52,56,56,50.6
2020-03-27,48,40,51,38,53,53,46.0
2020-03-28,49,40,51,52,54,54,49.2
2020-03-29,50,39,52,51,55,55,49.4
2020-03-30,52,39,52,49,56,56,49.6
2020-03-31,53,42,52,51,57,57,51.0
2020-04-01,54,48,53,53,57,57,53.0
2020-04-02,52,50,52,52,55,55,52.2
2020-04-03,52,52,52,49,53,53,51.6
2020-04-04,47,45,49,54,53,54,49.6
2020-04-05,45,49,49,53,53,53,49.8
2020-04-06,53,54,52,52,56,56,53.4
2020-04-07,53,53,49,47,54,54,51.2
2020-04-08,44,39,41,54,52,54,46.0
2020-04-09,48,52,53,52,52,53,51.4
2020-04-10,51,49,52,51,52,52,51.0
2020-04-11,52,47,52,52,57,57,52.0
2020-04-12,51,43,44,44,55,55,47.4
2020-04-13,48,45,50,44,53,53,48.0
2020-04-14,51,45,51,49,56,56,50.4
2020-04-15,53,51,53,53,57,57,53.4
2020-04-16,52,47,51,51,57,57,51.6
2020-04-17,52,47,52,51,55,55,51.4
2020-04-18,53,47,51,50,53,53,50.8
2020-04-19,52,47,51,51,52,52,50.6
2020-04-20,51,46,45,37,47,51,45.2
2020-04-21,53,43,49,40,45,53,46.0
2020-04-22,52,45,51,42,46,52,47.2
2020-04-23,50,39,49,47,42,50,45.4
2020-04-24,51,48,49,45,53,53,49.2
2020-04-25,47,43,50,35,51,51,45.2
2020-04-26,44,52,53,39,51,53,47.8
2020-04-27,40,51,53,35,47,53,45.2
2020-04-28,37,44,50,29,35,50,39.0
2020-04-29,39,38,47,33,36,47,38.6
2020-04-30,47,46,43,42,47,47,45.0
2020-05-01,40,45,35,35,44,45,39.8
2020-05-02,37,43,51,33,42,51,41.2
2020-05-03,35,42,44,34,41,44,39.2
2020-05-04,35,52,49,35,39,52,42.0
2020-05-05,44,52,51,54,53,54,50.8
2020-05-06,46,53,53,54,53,54,51.8
2020-05-07,53,53,53,52,51,53,52.4
2020-05-08,56,54,54,54,57,57,55.0
2020-05-09,39,34,36,35,49,49,38.6
2020-05-10,32,29,29,28,26,32,28.8
2020-05-11,28,27,27,28,24,28,26.8
2020-05-12,31,25,29,27,25,31,27.4
2020-05-13,46,33,36,35,33,46,36.6
2020-05-14,52,42,55,39,52,55,48.0
2020-05-15,53,50,56,52,58,58,53.8
2020-05-16,48,43,53,47,53,53,48.8
2020-05-17,48,37,33,36,34,48,37.6
2020-05-18,47,35,38,32,36,47,37.6
2020-05-19,54,51,47,43,54,54,49.8
2020-05-20,55,48,46,47,53,55,49.8
2020-05-21,53,52,54,42,55,55,51.2
2020-05-22,57,57,65,56,59,65,58.8
2020-05-23,53,51,59,54,54,59,54.2
2020-05-24,61,49,56,52,57,61,55.0
2020-05-25,60,47,50,56,55,60,53.6
2020-05-26,54,55,57,54,58,58,55.6
2020-05-27,55,55,58,52,58,58,55.6
2020-05-28,53,43,51,41,53,53,48.2
2020-05-29,53,40,47,41,47,53,45.6
2020-05-30,56,51,55,46,52,56,52.0
2020-05-31,55,51,58,51,56,58,54.2
2020-06-01,50,51,59,45,56,59,52.2
2020-06-02,48,43,56,42,47,56,47.2
2020-06-03,52,31,37,51,43,52,42.8
2020-06-04,48,30,28,41,38,48,37.0
2020-06-05,28,30,25,24,25,30,26.4
2020-06-06,41,44,31,34,44,44,38.8
2020-06-07,58,52,43,54,55,58,52.4
2020-06-08,57,47,36,47,54,57,48.2
2020-06-09,53,46,31,48,52,53,46.0
2020-06-10,51,42,35,36,40,51,40.8
2020-06-11,54,33,35,48,35,54,41.0
2020-06-12,54,42,34,48,42,54,44.0
2020-06-13,52,44,37,37,44,52,42.8
2020-06-14,53,52,40,40,52,53,47.4
2020-06-15,53,52,42,43,52,53,48.4
2020-06-16,52,49,36,43,53,53,46.6
2020-06-17,48,45,37,38,51,51,43.8
2020-06-18,53,45,40,40,50,53,45.6
2020-06-19,51,43,40,30,46,51,42.0
2020-06-20,38,35,33,26,31,38,32.6
2020-06-21,42,38,39,28,27,42,34.8
2020-06-22,51,44,44,34,37,51,42.0
2020-06-23,50,43,43,32,36,50,40.8
2020-06-24,34,27,28,22,24,34,27.0
2020-06-25,47,37,40,33,33,47,38.0
2020-06-26,48,47,43,34,37,48,41.8
2020-06-27,54,51,51,40,42,54,47.6
2020-06-28,53,45,50,41,41,53,46.0
2020-06-29,45,46,52,35,39,52,43.4
2020-06-30,52,51,53,41,46,53,48.6
2020-07-01,51,42,45,34,38,51,42.0
2020-07-02,44,39,43,34,34,44,38.8
2020-07-03,35,31,33,29,31,35,31.8
2020-07-04,29,32,30,23,29,32,28.6
2020-07-05,50,34,34,33,30,50,36.2
2020-07-06,51,35,35,40,33,51,38.8
2020-07-07,52,36,45,35,35,52,40.6
2020-07-08,49,39,44,28,35,49,39.0
2020-07-09,44,40,40,21,35,44,36.0
2020-07-10,38,35,49,30,28,49,36.0
2020-07-11,51,38,52,31,36,52,41.6
2020-07-12,51,43,48,44,37,51,44.6
2020-07-13,48,37,37,40,36,48,39.6
2020-07-14,36,31,34,25,28,36,30.8
2020-07-15,40,30,28,23,33,40,30.8
2020-07-16,45,32,32,25,41,45,35.0
2020-07-17,52,32,32,39,42,52,39.4
2020-07-18,51,30,31,36,40,51,37.6
2020-07-19,43,43,43,39,44,44,42.4
2020-07-20,43,39,42,33,41,43,39.6
2020-07-21,31,32,29,21,33,33,29.2
2020-07-22,40,35,30,39,33,40,35.4
2020-07-23,51,39,42,40,43,51,43.0
2020-07-24,43,37,41,44,39,44,40.8
2020-07-25,39,38,35,41,35,41,37.6
2020-07-26,47,51,48,47,41,51,46.8
2020-07-27,55,54,55,53,53,55,54.0
2020-07-28,57,53,53,47,51,57,52.2
2020-07-29,56,55,55,53,57,57,55.2
2020-07-30,64,62,64,59,65,65,62.8
2020-07-31,60,60,61,57,60,61,59.6
2020-08-01,58,60,59,54,57,60,57.6
2020-08-02,61,63,66,57,62,66,61.8
2020-08-03,60,63,65,56,61,65,61.0
2020-08-04,54,57,55,53,53,57,54.4
2020-08-05,34,43,39,30,32,43,35.6
2020-08-06,40,49,45,35,37,49,41.2
2020-08-07,52,54,53,44,49,54,50.4
2020-08-08,51,54,52,44,50,54,50.2
2020-08-09,53,56,56,47,55,56,53.4
2020-08-10,58,61,62,56,58,62,59.0
2020-08-11,60,64,63,58,60,64,61.0
2020-08-12,62,64,64,59,61,64,62.0
2020-08-13,56,55,55,53,55,56,54.8
2020-08-14,52,52,54,38,52,54,49.6
2020-08-15,55,56,58,53,54,58,55.2
2020-08-16,58,54,55,54,55,58,55.2
2020-08-17,52,48,45,35,46,52,45.2
2020-08-18,49,49,52,34,40,52,44.8
2020-08-19,57,51,54,49,51,57,52.4
2020-08-20,57,51,52,51,52,57,52.6
2020-08-21,53,52,51,52,51,53,51.8
2020-08-22,52,54,52,48,50,54,51.2
2020-08-23,59,53,56,54,55,59,55.4
2020-08-24,56,51,52,45,52,56,51.2
2020-08-25,52,41,48,42,45,52,45.6
2020-08-26,44,37,48,45,38,48,42.4
2020-08-27,51,44,43,40,40,51,43.6
2020-08-28,55,53,55,51,53,55,53.4
2020-08-29,55,54,55,53,54,55,54.2
2020-08-30,53,54,52,54,53,54,53.2
2020-08-31,47,51,51,40,43,51,46.4
2020-09-01,52,52,53,46,49,53,50.4
2020-09-02,52,52,53,51,48,53,51.2
2020-09-03,55,49,51,53,53,55,52.2
2020-09-04,55,43,49,53,52,55,50.4
2020-09-05,57,52,54,36,52,57,50.2
2020-09-06,54,49,52,34,50,54,47.8
2020-09-07,53,53,52,46,52,53,51.2
2020-09-08,49,54,54,47,53,54,51.4
2020-09-09,50,47,44,41,43,50,45.0
2020-09-10,52,45,41,52,53,53,48.6
2020-09-11,49,45,41,45,49,49,45.8
2020-09-12,50,49,41,34,40,50,42.8
2020-09-13,56,57,56,53,54,57,55.2
2020-09-14,56,58,56,54,55,58,55.8
2020-09-15,57,55,55,55,55,57,55.4
2020-09-16,57,57,56,55,56,57,56.2
2020-09-17,55,51,44,49,52,55,50.2
2020-09-18,52,56,55,47,52,56,52.4
2020-09-19,53,58,55,51,53,58,54.0
2020-09-20,52,55,52,47,52,55,51.6
2020-09-21,51,54,51,41,52,54,49.8
2020-09-22,50,33,39,35,44,50,40.2
2020-09-23,55,51,55,55,56,56,54.4
2020-09-24,54,51,53,53,53,54,52.8
2020-09-25,52,54,52,53,52,54,52.6
2020-09-26,53,55,52,53,53,55,53.2
2020-09-27,43,50,39,28,40,50,40.0
2020-09-28,52,53,50,47,48,53,50.0
2020-09-29,52,52,51,46,47,52,49.6
2020-09-30,46,48,43,45,42,48,44.8
2020-10-01,54,47,43,44,42,54,46.0
2020-10-02,57,47,49,39,52,57,48.8
2020-10-03,53,48,47,36,53,53,47.4
2020-10-04,53,54,53,43,52,54,51.0
2020-10-05,60,61,60,55,60,61,59.2
2020-10-06,59,60,59,56,59,60,58.6
2020-10-07,57,56,56,56,56,57,56.2
2020-10-08,40,48,52,36,39,52,43.0
2020-10-09,43,46,41,29,40,46,39.8
2020-10-10,47,48,45,31,43,48,42.8
2020-10-11,50,52,45,30,51,52,45.6
2020-10-12,34,39,40,30,33,40,35.2
2020-10-13,48,51,49,33,48,51,45.8
2020-10-14,56,59,60,53,57,60,57.0
2020-10-15,56,58,59,52,56,59,56.2
2020-10-16,57,59,61,53,58,61,57.6
2020-10-17,64,69,71,58,64,71,65.2
2020-10-18,62,66,67,57,63,67,63.0
2020-10-19,84,55,54,54,52,84,59.8
2020-10-20,58,54,53,56,56,58,55.4
2020-10-21,62,61,68,60,64,68,63.0
2020-10-22,59,62,67,58,63,67,61.8
2020-10-23,51,57,51,30,52,57,48.2
2020-10-24,57,61,60,51,58,61,57.4
2020-10-25,56,57,60,48,55,60,55.2
2020-10-26,49,55,52,29,47,55,46.4
2020-10-27,53,57,55,33,51,57,49.8
2020-10-28,58,65,61,53,55,65,58.4
2020-10-29,58,65,61,52,55,65,58.2
2020-10-30,53,55,52,49,52,55,52.2
2020-10-31,53,55,50,47,52,55,51.4
2020-11-01,52,57,53,53,53,57,53.6
2020-11-02,51,54,55,43,51,55,50.8
2020-11-03,52,53,55,40,52,55,50.4
2020-11-04,52,53,52,48,52,53,51.4
2020-11-05,56,58,55,52,55,58,55.2
2020-11-06,55,56,53,53,55,56,54.4
2020-11-07,54,54,43,45,47,54,48.6
2020-11-08,53,57,54,35,53,57,50.4
2020-11-09,53,60,55,33,54,60,51.0
2020-11-10,53,59,55,39,53,59,51.8
2020-11-11,58,60,63,53,61,63,59.0
2020-11-12,56,59,59,53,57,59,56.8
2020-11-13,52,53,43,42,51,53,48.2
2020-11-14,51,55,53,42,52,55,50.6
2020-11-15,48,56,53,40,48,56,49.0
2020-11-16,37,52,41,39,50,52,43.8
2020-11-17,37,53,41,32,52,53,43.0
2020-11-18,55,57,54,36,55,57,51.4
2020-11-19,56,58,55,49,57,58,55.0
2020-11-20,53,55,53,37,54,55,50.4
2020-11-21,54,55,55,37,52,55,50.6
2020-11-22,43,52,49,32,41,52,43.4
